[ 2025-04-02 02:54:17,580 ] News query failed: "Unrecognized event news."
[ 2025-04-09 13:40:31,733 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-09 13:40:32,446 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 13:40:32,734 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 13:40:32,748 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 13:44:44,573 ] Retrying to obtain clipboard.
[ 2025-04-09 13:44:59,584 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-09 13:44:59,599 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-09 13:44:59,630 ] Disconnected from gameserver
[ 2025-04-09 13:44:59,659 ] Disconnected from gameserver
[ 2025-04-09 13:45:03,531 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-09 13:45:03,641 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-09 13:45:03,693 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-09 13:45:03,698 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 13:45:05,246 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-09 13:45:05,431 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-09 13:45:05,488 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-09 13:45:05,492 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 13:45:07,848 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-09 13:45:08,898 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 13:45:09,583 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-09 13:45:10,584 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 13:45:12,621 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 13:45:12,992 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 13:50:45,384 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-09 13:50:45,428 ] Disconnected from gameserver
[ 2025-04-09 13:50:47,242 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-09 13:50:47,782 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-09 13:50:47,836 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-09 13:50:47,838 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 13:50:47,854 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 13:55:41,383 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-09 13:55:41,399 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-09 13:55:41,433 ] Disconnected from gameserver
[ 2025-04-09 13:55:41,450 ] Disconnected from gameserver
[ 2025-04-09 13:56:18,651 ] Retrying to obtain clipboard.
[ 2025-04-09 13:56:18,827 ] Retrying to obtain clipboard.
[ 2025-04-09 13:56:18,979 ] Retrying to obtain clipboard.
[ 2025-04-09 13:56:19,030 ] Retrying to obtain clipboard.
[ 2025-04-09 13:56:41,858 ] Retrying to obtain clipboard.
[ 2025-04-09 13:56:42,010 ] Retrying to obtain clipboard.
[ 2025-04-09 13:57:05,026 ] Retrying to obtain clipboard.
[ 2025-04-09 13:57:05,077 ] Retrying to obtain clipboard.
[ 2025-04-09 13:57:05,177 ] Retrying to obtain clipboard.
[ 2025-04-09 13:57:05,228 ] Retrying to obtain clipboard.
[ 2025-04-09 13:58:16,828 ] Retrying to obtain clipboard.
[ 2025-04-09 13:58:16,879 ] Retrying to obtain clipboard.
[ 2025-04-09 13:58:26,410 ] Retrying to obtain clipboard.
[ 2025-04-09 13:58:26,562 ] Retrying to obtain clipboard.
[ 2025-04-09 13:58:37,729 ] Retrying to obtain clipboard.
[ 2025-04-09 13:58:55,031 ] Retrying to obtain clipboard.
[ 2025-04-09 13:58:55,031 ] Retrying to obtain clipboard.
[ 2025-04-09 13:58:55,082 ] Retrying to obtain clipboard.
[ 2025-04-09 13:59:04,516 ] Retrying to obtain clipboard.
[ 2025-04-09 13:59:13,640 ] Retrying to obtain clipboard.
[ 2025-04-09 13:59:46,774 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-09 13:59:47,550 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-09 13:59:47,594 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-09 13:59:47,596 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 13:59:50,149 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-09 13:59:51,434 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-09 13:59:51,482 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-09 13:59:51,485 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 13:59:51,698 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-09 13:59:52,699 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 13:59:53,214 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 13:59:53,523 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 14:00:31,041 ] Retrying to obtain clipboard.
[ 2025-04-09 14:00:31,202 ] Retrying to obtain clipboard.
[ 2025-04-09 14:00:55,834 ] Retrying to obtain clipboard.
[ 2025-04-09 14:01:27,547 ] Retrying to obtain clipboard.
[ 2025-04-09 14:01:27,598 ] Retrying to obtain clipboard.
[ 2025-04-09 14:01:27,682 ] Retrying to obtain clipboard.
[ 2025-04-09 14:03:08,395 ] Retrying to obtain clipboard.
[ 2025-04-09 14:03:08,446 ] Retrying to obtain clipboard.
[ 2025-04-09 14:03:15,740 ] Retrying to obtain clipboard.
[ 2025-04-09 14:03:39,900 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-09 14:03:39,934 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-09 14:03:39,954 ] Disconnected from gameserver
[ 2025-04-09 14:03:39,981 ] Disconnected from gameserver
[ 2025-04-09 14:03:40,033 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-09 14:03:43,589 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-09 14:03:43,748 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-09 14:03:43,799 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-09 14:03:43,803 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 14:03:45,841 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-09 14:03:45,893 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-09 14:03:45,895 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 14:03:47,899 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-09 14:03:48,899 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 14:03:49,983 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-09 14:03:50,984 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 14:03:52,999 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-09 14:03:53,002 ] Disconnected from gameserver
[ 2025-04-09 14:03:53,535 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 14:03:54,127 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-09 14:03:54,171 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-09 14:03:54,173 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 14:03:54,186 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 14:15:35,381 ] Retrying to obtain clipboard.
[ 2025-04-09 14:17:34,315 ] Retrying to obtain clipboard.
[ 2025-04-09 14:20:02,683 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-09 14:20:02,701 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-09 14:20:02,740 ] Disconnected from gameserver
[ 2025-04-09 14:20:02,763 ] Disconnected from gameserver
[ 2025-04-09 14:23:11,345 ] Retrying to obtain clipboard.
[ 2025-04-09 14:23:11,523 ] Retrying to obtain clipboard.
[ 2025-04-09 14:23:26,737 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-09 14:23:27,107 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-09 14:23:27,163 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-09 14:23:27,168 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 14:23:27,184 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-09 14:23:53,552 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-09 14:45:13,796 ] Warning: Setting a new default format with a different version or profile after the global shared context is created may cause issues with context sharing.
[ 2025-04-09 14:45:13,964 ] Using spritesheet cache size of 910
[ 2025-04-09 14:45:15,052 ] Asset loading complete
[ 2025-04-09 14:45:16,048 ] QObject: Cannot create children for a parent that is in a different thread.
(Parent is QQmlEngine(0x1f5f934aa30), parent's thread is QThread(0x1f5f10626f0), current thread is QSGRenderThread(0x1f580a642f0)
[ 2025-04-09 14:45:42,180 ] Retrying to obtain clipboard.
[ 2025-04-09 14:47:32,674 ] Retrying to obtain clipboard.
[ 2025-04-09 14:50:42,698 ] Retrying to obtain clipboard.
[ 2025-04-09 14:50:43,553 ] Retrying to obtain clipboard.
[ 2025-04-09 14:52:14,960 ] Retrying to obtain clipboard.
[ 2025-04-09 14:53:09,711 ] Retrying to obtain clipboard.
[ 2025-04-09 23:31:46,191 ] Warning: Setting a new default format with a different version or profile after the global shared context is created may cause issues with context sharing.
[ 2025-04-09 23:31:47,022 ] Using spritesheet cache size of 910
[ 2025-04-09 23:31:51,523 ] Asset loading complete
[ 2025-04-10 12:50:13,440 ] Warning: Setting a new default format with a different version or profile after the global shared context is created may cause issues with context sharing.
[ 2025-04-10 12:50:14,243 ] Using spritesheet cache size of 910
[ 2025-04-10 12:50:18,554 ] Asset loading complete
[ 2025-04-10 12:50:19,466 ] QObject: Cannot create children for a parent that is in a different thread.
(Parent is QQmlEngine(0x1ae9f665550), parent's thread is QThread(0x1ae9731c840), current thread is QSGRenderThread(0x1ae9f7d7f90)
[ 2025-04-10 12:50:26,858 ] Warning: Setting a new default format with a different version or profile after the global shared context is created may cause issues with context sharing.
[ 2025-04-10 12:50:27,010 ] Using spritesheet cache size of 910
[ 2025-04-10 12:50:27,870 ] Asset loading complete
[ 2025-04-10 12:50:28,389 ] News query failed: "Unrecognized event news."
[ 2025-04-10 12:50:28,540 ] QObject: Cannot create children for a parent that is in a different thread.
(Parent is QQmlEngine(0x2d00c4213b0), parent's thread is QThread(0x2d00407d170), current thread is QSGRenderThread(0x2d00ca87940)
[ 2025-04-10 12:50:56,595 ] BattlEye: "Initialized (v1.249)"
[ 2025-04-10 12:50:56,595 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2025-04-10 12:50:56,595 ] BattlEye: "Restarting client is necessary, update required"
[ 2025-04-10 12:50:56,595 ] BattlEye: "Config entry: GameID tibia"
[ 2025-04-10 12:50:56,595 ] BattlEye: "Config entry: MasterPort 7171"
[ 2025-04-10 12:50:56,680 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-10 12:50:56,687 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-10 12:50:56,687 ] News query failed: "Unrecognized event news."
[ 2025-04-10 12:50:57,193 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-10 12:50:57,588 ] News query failed: "Unrecognized event news."
[ 2025-04-10 12:51:05,545 ] News query failed: "Unrecognized event news."
[ 2025-04-10 12:51:09,778 ] BattlEye: "Initialized (v1.249)"
[ 2025-04-10 12:51:09,778 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2025-04-10 12:51:09,778 ] BattlEye: "Restarting client is necessary, update required"
[ 2025-04-10 12:51:09,778 ] BattlEye: "Config entry: GameID tibia"
[ 2025-04-10 12:51:09,778 ] BattlEye: "Config entry: MasterPort 7171"
[ 2025-04-10 12:51:09,852 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-10 12:51:09,859 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-10 12:51:09,872 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-10 12:51:09,889 ] News query failed: "Unrecognized event news."
[ 2025-04-10 12:51:55,949 ] Retrying to obtain clipboard.
[ 2025-04-10 12:51:56,000 ] Retrying to obtain clipboard.
[ 2025-04-10 12:51:56,051 ] Unable to obtain clipboard.
[ 2025-04-10 12:51:56,102 ] Retrying to obtain clipboard.
[ 2025-04-10 12:52:05,123 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-10 12:52:05,130 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-10 12:52:05,193 ] Disconnected from gameserver
[ 2025-04-10 12:52:05,204 ] Disconnected from gameserver
[ 2025-04-10 12:52:29,985 ] Retrying to obtain clipboard.
[ 2025-04-10 12:52:30,035 ] Retrying to obtain clipboard.
[ 2025-04-10 12:52:43,154 ] Retrying to obtain clipboard.
[ 2025-04-10 12:52:43,204 ] Retrying to obtain clipboard.
[ 2025-04-10 12:52:43,312 ] Retrying to obtain clipboard.
[ 2025-04-10 12:52:43,363 ] Retrying to obtain clipboard.
[ 2025-04-10 12:55:24,625 ] Retrying to obtain clipboard.
[ 2025-04-10 12:55:24,625 ] Retrying to obtain clipboard.
[ 2025-04-10 12:55:24,676 ] Retrying to obtain clipboard.
[ 2025-04-10 12:55:53,226 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-10 12:55:53,470 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-10 12:55:53,515 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-10 12:55:53,521 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-10 12:55:55,341 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-10 12:55:55,399 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-10 12:55:55,405 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-10 12:55:55,553 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-10 12:55:55,762 ] News query failed: "Unrecognized event news."
[ 2025-04-10 12:55:55,907 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-10 12:58:05,678 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-10 12:58:05,721 ] Disconnected from gameserver
[ 2025-04-10 12:58:05,753 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-14 13:06:17,714 ] Warning: Setting a new default format with a different version or profile after the global shared context is created may cause issues with context sharing.
[ 2025-04-14 13:06:18,552 ] Using spritesheet cache size of 910
[ 2025-04-14 13:06:23,497 ] Asset loading complete
[ 2025-04-14 13:06:24,862 ] QObject: Cannot create children for a parent that is in a different thread.
(Parent is QQmlEngine(0x1c1ff5587f0), parent's thread is QThread(0x1c1f8f82910), current thread is QSGRenderThread(0x1c189a57990)
[ 2025-04-14 13:06:48,437 ] BattlEye: "Initialized (v1.249)"
[ 2025-04-14 13:06:48,437 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2025-04-14 13:06:48,437 ] BattlEye: "Restarting client is necessary, update required"
[ 2025-04-14 13:06:48,437 ] BattlEye: "Config entry: GameID tibia"
[ 2025-04-14 13:06:48,437 ] BattlEye: "Config entry: MasterPort 7171"
[ 2025-04-14 13:06:48,520 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-14 13:06:48,526 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-14 13:06:49,295 ] News query failed: "Unrecognized event news."
[ 2025-04-14 13:06:50,580 ] News query failed: "Unrecognized event news."
[ 2025-04-14 13:06:52,625 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-14 13:06:53,625 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-14 13:06:57,727 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-14 13:06:57,739 ] Disconnected from gameserver
[ 2025-04-14 13:06:59,018 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-14 13:06:59,021 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-14 13:07:01,056 ] News query failed: "Unrecognized event news."
[ 2025-04-14 13:07:02,071 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-14 13:07:09,219 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-14 13:07:11,174 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-14 13:07:11,216 ] Disconnected from gameserver
[ 2025-04-14 13:07:11,313 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-14 13:07:11,365 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Kyronic" )
[ 2025-04-14 13:07:11,367 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-14 13:07:11,383 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-14 13:08:03,577 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-14 13:08:03,621 ] Disconnected from gameserver
[ 2025-04-14 13:08:18,902 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-14 13:08:19,025 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-14 13:08:19,076 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Kyronic" )
[ 2025-04-14 13:08:19,079 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-14 13:08:19,092 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-14 13:09:07,100 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-14 13:09:51,716 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-14 13:10:23,025 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-14 13:10:23,067 ] Disconnected from gameserver
[ 2025-04-14 13:10:23,101 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-14 13:12:41,202 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-14 13:12:41,786 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-14 13:12:41,835 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-14 13:12:41,838 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-14 13:12:41,852 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-14 13:13:59,708 ] Retrying to obtain clipboard.
[ 2025-04-14 13:14:04,877 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-14 13:14:04,925 ] Disconnected from gameserver
[ 2025-04-14 13:14:11,721 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-14 13:14:12,150 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-14 13:14:12,194 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-14 13:14:12,196 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-14 13:14:16,326 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-14 13:14:17,327 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-14 13:14:20,394 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-14 13:15:35,595 ] Retrying to obtain clipboard.
[ 2025-04-14 13:16:19,525 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-14 13:16:19,571 ] Disconnected from gameserver
[ 2025-04-14 13:16:22,883 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
